"","Length","ACUK","WGGA","GAC","GACR","GACARG","QFM","ACUK.freq","WGGA.freq","GAC.freq","GACR.freq","GACARG.freq","QFM.freq"
"Lrrtm3",1749,15,23,25,7,1,0,8.58,13.15,14.29,4,0.57,0
"Lrtm2",1113,10,20,18,7,1,0,8.98,17.97,16.17,6.29,0.9,0
"Lsamp",1068,9,18,19,12,4,0,8.43,16.85,17.79,11.24,3.75,0
"Luzp1",3207,31,60,49,20,4,3,9.67,18.71,15.28,6.24,1.25,0.94
"Luzp2",1038,9,16,16,8,2,0,8.67,15.41,15.41,7.71,1.93,0
"Ly6h",483,4,6,8,2,0,1,8.28,12.42,16.56,4.14,0,2.07
"Lynx1",351,4,4,4,1,0,1,11.4,11.4,11.4,2.85,0,2.85
"Lypd1",426,4,1,1,1,0,0,9.39,2.35,2.35,2.35,0,0
"Lztr1",2514,24,34,42,30,6,1,9.55,13.52,16.71,11.93,2.39,0.4
"Lztr1.1",2514,24,34,42,30,6,1,9.55,13.52,16.71,11.93,2.39,0.4
"Lzts1",1800,16,39,21,8,1,1,8.89,21.67,11.67,4.44,0.56,0.56
"Lzts2",2016,16,34,19,9,0,0,7.94,16.87,9.42,4.46,0,0
"Lzts3",2103,7,43,34,11,6,1,3.33,20.45,16.17,5.23,2.85,0.48
"M6pr",837,8,16,10,4,1,1,9.56,19.12,11.95,4.78,1.19,1.19
"Maf1",777,11,19,15,4,2,0,14.16,24.45,19.31,5.15,2.57,0
"Mag",1884,15,28,28,13,0,2,7.96,14.86,14.86,6.9,0,1.06
"Maged1",2328,25,26,42,15,1,1,10.74,11.17,18.04,6.44,0.43,0.43
"Maged2",1851,11,24,31,12,1,0,5.94,12.97,16.75,6.48,0.54,0
"Magee1",2757,21,33,28,13,0,0,7.62,11.97,10.16,4.72,0,0
"Magi1",4416,18,82,80,43,6,2,4.08,18.57,18.12,9.74,1.36,0.45
"Magi2",4245,21,83,74,35,2,1,4.95,19.55,17.43,8.24,0.47,0.24
"Magi3",4431,37,84,69,43,3,3,8.35,18.96,15.57,9.7,0.68,0.68
"Mal",462,6,6,2,0,0,0,12.99,12.99,4.33,0,0,0
"Mal2",528,6,9,10,5,0,0,11.36,17.05,18.94,9.47,0,0
"Man1a2",1926,16,28,27,12,0,2,8.31,14.54,14.02,6.23,0,1.04
"Man1b1",1977,12,37,30,16,3,0,6.07,18.72,15.17,8.09,1.52,0
"Man2a2",3459,33,54,72,33,7,1,9.54,15.61,20.82,9.54,2.02,0.29
"Maneal",1359,10,11,23,13,0,0,7.36,8.09,16.92,9.57,0,0
"Map1a",9045,67,194,179,78,11,5,7.41,21.45,19.79,8.62,1.22,0.55
"Map1b",7395,55,133,150,77,9,2,7.44,17.99,20.28,10.41,1.22,0.27
"Map1lc3a",366,0,4,7,2,0,1,0,10.93,19.13,5.46,0,2.73
"Map1lc3b",522,3,4,6,3,0,0,5.75,7.66,11.49,5.75,0,0
"Map2",5487,51,97,85,44,4,4,9.29,17.68,15.49,8.02,0.73,0.73
"Map2k1",1182,7,27,18,8,0,1,5.92,22.84,15.23,6.77,0,0.85
"Map2k2",1206,7,24,21,10,0,0,5.8,19.9,17.41,8.29,0,0
"Map2k4",1194,17,20,17,8,2,0,14.24,16.75,14.24,6.7,1.68,0
"Map3k10",2829,18,69,58,29,3,2,6.36,24.39,20.5,10.25,1.06,0.71
"Map3k12",2667,27,46,42,18,1,4,10.12,17.25,15.75,6.75,0.37,1.5
"Map3k4",4794,40,90,96,41,2,3,8.34,18.77,20.03,8.55,0.42,0.63
"Map3k5",4143,45,65,75,38,3,2,10.86,15.69,18.1,9.17,0.72,0.48
"Map3k7",1821,15,32,24,11,1,0,8.24,17.57,13.18,6.04,0.55,0
"Map4",4323,35,64,58,23,5,4,8.1,14.8,13.42,5.32,1.16,0.93
"Map4k4",3867,24,84,70,34,4,3,6.21,21.72,18.1,8.79,1.03,0.78
"Map4k4.1",3867,23,85,70,34,4,3,5.95,21.98,18.1,8.79,1.03,0.78
"Map6",2721,9,48,50,19,5,3,3.31,17.64,18.38,6.98,1.84,1.1
"Map7d2",2346,21,53,21,11,1,2,8.95,22.59,8.95,4.69,0.43,0.85
"Map9",1941,15,36,26,13,2,1,7.73,18.55,13.4,6.7,1.03,0.52
"Mapk1",1077,7,14,20,9,0,0,6.5,13,18.57,8.36,0,0
"Mapk10",1485,14,26,28,12,0,1,9.43,17.51,18.86,8.08,0,0.67
"Mapk14",1083,6,15,26,6,1,0,5.54,13.85,24.01,5.54,0.92,0
"Mapk14.1",1083,6,15,27,8,1,0,5.54,13.85,24.93,7.39,0.92,0
"Mapk3",1143,4,13,20,6,0,1,3.5,11.37,17.5,5.25,0,0.87
"Mapk3.1",1143,4,16,22,7,0,1,3.5,14,19.25,6.12,0,0.87
"Mapk4",1752,12,29,44,18,3,1,6.85,16.55,25.11,10.27,1.71,0.57
"Mapk6",2163,25,37,40,20,2,3,11.56,17.11,18.49,9.25,0.92,1.39
"Mapk8ip1",2124,19,33,38,17,1,1,8.95,15.54,17.89,8,0.47,0.47
"Mapk8ip2",2493,14,67,43,18,0,1,5.62,26.88,17.25,7.22,0,0.4
"Mapk9",1272,15,18,18,7,1,0,11.79,14.15,14.15,5.5,0.79,0
"Mapk9.1",1272,14,20,19,8,1,0,11.01,15.72,14.94,6.29,0.79,0
"Mapkap1",1569,11,26,35,19,0,1,7.01,16.57,22.31,12.11,0,0.64
"Mapkbp1",4512,40,78,79,36,3,1,8.87,17.29,17.51,7.98,0.66,0.22
"Mapre2",981,4,18,15,8,1,1,4.08,18.35,15.29,8.15,1.02,1.02
"March2",864,15,14,15,5,1,0,17.36,16.2,17.36,5.79,1.16,0
"March8",1707,19,27,31,15,0,1,11.13,15.82,18.16,8.79,0,0.59
"Marcks",930,0,14,10,6,2,1,0,15.05,10.75,6.45,2.15,1.08
"Marf1",5211,62,62,57,24,1,0,11.9,11.9,10.94,4.61,0.19,0
"Mark1",2388,13,26,32,20,3,2,5.44,10.89,13.4,8.38,1.26,0.84
"Mark2",2331,20,30,37,18,7,1,8.58,12.87,15.87,7.72,3,0.43
"Mark2.1",2331,20,30,36,18,7,1,8.58,12.87,15.44,7.72,3,0.43
"Mark3",2235,20,26,38,19,1,2,8.95,11.63,17,8.5,0.45,0.89
"Mast2",5403,55,94,83,45,7,4,10.18,17.4,15.36,8.33,1.3,0.74
"Mast3",3966,27,63,76,41,5,2,6.81,15.89,19.16,10.34,1.26,0.5
"Mast4",7857,58,116,126,66,11,2,7.38,14.76,16.04,8.4,1.4,0.25
"Mbd3",858,9,24,17,8,1,2,10.49,27.97,19.81,9.32,1.17,2.33
"Mbd5",5187,48,70,65,29,2,4,9.25,13.5,12.53,5.59,0.39,0.77
"Mbnl2",1122,18,10,18,11,1,0,16.04,8.91,16.04,9.8,0.89,0
"Mboat2",1560,16,16,25,16,1,0,10.26,10.26,16.03,10.26,0.64,0
"Mboat7",1422,12,19,20,9,1,0,8.44,13.36,14.06,6.33,0.7,0
"Mbp",753,2,13,23,12,2,0,2.66,17.26,30.54,15.94,2.66,0
"Mbtps1",3159,29,55,54,25,2,3,9.18,17.41,17.09,7.91,0.63,0.95
"Mcfd2",438,3,7,9,5,1,1,6.85,15.98,20.55,11.42,2.28,2.28
"Mcl1",996,7,19,16,8,0,1,7.03,19.08,16.06,8.03,0,1
"Mcm3ap",5916,38,112,95,39,1,4,6.42,18.93,16.06,6.59,0.17,0.68
"Mcrs1",1389,11,23,29,11,0,0,7.92,16.56,20.88,7.92,0,0
"Mdga2",2871,28,58,54,27,3,2,9.75,20.2,18.81,9.4,1.04,0.7
"Mdp1",495,5,5,11,5,2,0,10.1,10.1,22.22,10.1,4.04,0
"Med1",4728,30,58,67,36,2,0,6.35,12.27,14.17,7.61,0.42,0
"Med12l",6579,52,81,99,45,2,3,7.9,12.31,15.05,6.84,0.3,0.46
"Med13",6516,75,108,86,39,7,3,11.51,16.57,13.2,5.99,1.07,0.46
"Med13l",6651,46,110,114,57,9,2,6.92,16.54,17.14,8.57,1.35,0.3
"Med14",4380,37,59,63,35,1,2,8.45,13.47,14.38,7.99,0.23,0.46
"Med16",2598,23,28,48,22,3,0,8.85,10.78,18.48,8.47,1.15,0
"Med24",3021,24,50,52,21,1,1,7.94,16.55,17.21,6.95,0.33,0.33
"Mef2c",1455,11,16,20,11,2,0,7.56,11,13.75,7.56,1.37,0
"Megf9",1803,14,16,29,13,1,0,7.76,8.87,16.08,7.21,0.55,0
"Meis2",1434,4,15,33,19,3,0,2.79,10.46,23.01,13.25,2.09,0
"Mesdc1",1089,7,5,17,7,1,0,6.43,4.59,15.61,6.43,0.92,0
"Metrn",876,9,8,14,3,0,0,10.27,9.13,15.98,3.42,0,0
"Mex3c",1959,9,28,25,11,0,1,4.59,14.29,12.76,5.62,0,0.51
"Mfge8",1392,10,22,27,16,2,1,7.18,15.8,19.4,11.49,1.44,0.72
"Mfhas1",3147,25,52,45,21,3,0,7.94,16.52,14.3,6.67,0.95,0
"Mfsd14a",1473,11,16,19,10,0,0,7.47,10.86,12.9,6.79,0,0
"Mfsd14b",1524,12,19,11,7,0,2,7.87,12.47,7.22,4.59,0,1.31
"Mfsd4a",1539,7,20,23,11,0,1,4.55,13,14.94,7.15,0,0.65
"Mfsd6",2385,19,28,33,11,3,1,7.97,11.74,13.84,4.61,1.26,0.42
"Mgat1",1344,14,26,31,9,0,0,10.42,19.35,23.07,6.7,0,0
"Mgat2",1329,13,20,25,10,0,0,9.78,15.05,18.81,7.52,0,0
"Mgat3",1617,13,25,26,13,1,1,8.04,15.46,16.08,8.04,0.62,0.62
"Mgat4a",1608,13,27,25,12,1,0,8.08,16.79,15.55,7.46,0.62,0
"Mgat5",2223,17,41,34,14,0,0,7.65,18.44,15.29,6.3,0,0
"Mgat5b",2379,17,31,39,15,1,0,7.15,13.03,16.39,6.31,0.42,0
"Mgll",996,8,14,22,9,0,0,8.03,14.06,22.09,9.04,0,0
"Mgrn1",1602,12,29,31,18,0,1,7.49,18.1,19.35,11.24,0,0.62
"Mid1ip1",549,2,11,8,6,0,0,3.64,20.04,14.57,10.93,0,0
"Mif",348,1,1,4,1,0,0,2.87,2.87,11.49,2.87,0,0
"Miga2",1782,15,29,30,14,0,1,8.42,16.27,16.84,7.86,0,0.56
"Mink1",4035,25,86,70,30,5,2,6.2,21.31,17.35,7.43,1.24,0.5
"Minpp1",1446,10,21,31,15,1,0,6.92,14.52,21.44,10.37,0.69,0
"Mkl2",3276,33,44,54,18,2,2,10.07,13.43,16.48,5.49,0.61,0.61
"Mlc1",1167,8,18,15,7,0,2,6.86,15.42,12.85,6,0,1.71
"Mlf2",744,5,15,20,11,0,0,6.72,20.16,26.88,14.78,0,0
"Mllt11",273,3,7,5,1,0,0,10.99,25.64,18.32,3.66,0,0
"Mmd",717,9,9,6,2,0,0,12.55,12.55,8.37,2.79,0,0
"Mmd2",744,9,11,6,3,2,0,12.1,14.78,8.06,4.03,2.69,0
"Mmp17",1737,23,34,44,16,2,1,13.24,19.57,25.33,9.21,1.15,0.58
"Mn1",3894,23,34,64,30,2,1,5.91,8.73,16.44,7.7,0.51,0.26
"Mobp",513,4,7,5,0,0,1,7.8,13.65,9.75,0,0,1.95
"Mon2",5148,45,68,89,38,3,1,8.74,13.21,17.29,7.38,0.58,0.19
"Morf4l1",1089,6,18,12,6,0,0,5.51,16.53,11.02,5.51,0,0
"Mpdz",6171,46,113,99,46,2,2,7.45,18.31,16.04,7.45,0.32,0.32
"Mpnd",1464,10,36,27,14,2,1,6.83,24.59,18.44,9.56,1.37,0.68
"Mpped1",981,7,11,19,6,0,0,7.14,11.21,19.37,6.12,0,0
"Mprip",6810,42,142,93,45,6,4,6.17,20.85,13.66,6.61,0.88,0.59
"Mras",627,1,12,15,6,3,1,1.59,19.14,23.92,9.57,4.78,1.59
"Mrfap1",378,1,11,7,6,0,1,2.65,29.1,18.52,15.87,0,2.65
"Msantd4",1038,6,31,13,4,1,2,5.78,29.87,12.52,3.85,0.96,1.93
"Msl2",1734,25,15,27,13,0,0,14.42,8.65,15.57,7.5,0,0
"Msmo1",882,5,13,7,4,1,0,5.67,14.74,7.94,4.54,1.13,0
"Mt3",243,2,1,5,2,0,0,8.23,4.12,20.58,8.23,0,0
"Mta3",1776,17,22,40,22,2,1,9.57,12.39,22.52,12.39,1.13,0.56
"Mtmr12",2244,32,45,40,21,1,1,14.26,20.05,17.83,9.36,0.45,0.45
"Mtmr2",1932,22,35,21,10,3,1,11.39,18.12,10.87,5.18,1.55,0.52
"Mtmr3",3588,31,59,52,19,3,2,8.64,16.44,14.49,5.3,0.84,0.56
"Mtmr4",3573,33,67,52,19,4,1,9.24,18.75,14.55,5.32,1.12,0.28
"Mtmr6",1854,25,35,25,13,2,2,13.48,18.88,13.48,7.01,1.08,1.08
"Mtmr7",1983,19,36,36,16,0,1,9.58,18.15,18.15,8.07,0,0.5
"Mtmr9",1638,8,33,24,13,2,2,4.88,20.15,14.65,7.94,1.22,1.22
"Mtor",7650,64,107,124,53,7,1,8.37,13.99,16.21,6.93,0.92,0.13
"Mtss1l",2148,17,28,49,21,2,2,7.91,13.04,22.81,9.78,0.93,0.93
"Mtus2",4062,26,82,54,26,4,4,6.4,20.19,13.29,6.4,0.98,0.98
"Mxd4",630,5,13,13,8,0,0,7.94,20.63,20.63,12.7,0,0
"Mxi1",888,6,17,10,6,0,0,6.76,19.14,11.26,6.76,0,0
"Myl12b",519,4,10,16,7,1,1,7.71,19.27,30.83,13.49,1.93,1.93
"Myl6",456,4,9,10,3,1,1,8.77,19.74,21.93,6.58,2.19,2.19
"Myo10",6189,52,120,127,66,8,3,8.4,19.39,20.52,10.66,1.29,0.48
"Myo16",5760,50,97,108,51,5,3,8.68,16.84,18.75,8.85,0.87,0.52
"Myo1b",3411,23,66,42,15,3,2,6.74,19.35,12.31,4.4,0.88,0.59
"Myo5a",5568,45,107,67,34,6,1,8.08,19.22,12.03,6.11,1.08,0.18
"Myo5b",5535,35,117,91,33,9,2,6.32,21.14,16.44,5.96,1.63,0.36
"Myo6",3885,33,72,50,31,2,2,8.49,18.53,12.87,7.98,0.51,0.51
"Myo9a",7896,66,125,115,53,8,3,8.36,15.83,14.56,6.71,1.01,0.38
"Myrip",2571,19,66,59,29,1,2,7.39,25.67,22.95,11.28,0.39,0.78
"Myt1l",3564,19,82,74,48,5,4,5.33,23.01,20.76,13.47,1.4,1.12
"N4bp1",2682,24,40,37,14,2,0,8.95,14.91,13.8,5.22,0.75,0
"Nab2",1578,11,31,20,11,1,1,6.97,19.65,12.67,6.97,0.63,0.63
"Naca",6564,75,40,69,24,1,2,11.43,6.09,10.51,3.66,0.15,0.3
"Nacc1",1545,14,15,27,14,1,1,9.06,9.71,17.48,9.06,0.65,0.65
"Nacc2",1761,16,18,17,9,1,1,9.09,10.22,9.65,5.11,0.57,0.57
"Nadk",1320,11,33,27,13,2,2,8.33,25,20.45,9.85,1.52,1.52
"Nap1l4",1161,11,29,17,9,3,4,9.47,24.98,14.64,7.75,2.58,3.45
"Napa",888,6,17,18,9,0,1,6.76,19.14,20.27,10.14,0,1.13
"Napb",897,7,21,11,4,0,1,7.8,23.41,12.26,4.46,0,1.11
"Nars",1680,14,33,29,11,1,1,8.33,19.64,17.26,6.55,0.6,0.6
"Nav3",7101,50,98,108,58,5,2,7.04,13.8,15.21,8.17,0.7,0.28
"Nbea",8811,91,145,124,60,10,3,10.33,16.46,14.07,6.81,1.13,0.34
"Ncam2",2514,17,42,34,22,1,0,6.76,16.71,13.52,8.75,0.4,0
"Ncaph2",1827,14,59,33,12,1,2,7.66,32.29,18.06,6.57,0.55,1.09
"Ncdn",2190,13,24,29,13,1,2,5.94,10.96,13.24,5.94,0.46,0.91
"Nceh1",1227,17,17,27,12,1,0,13.85,13.85,22,9.78,0.81,0
"Nck2",1143,9,19,21,12,1,1,7.87,16.62,18.37,10.5,0.87,0.87
"Nckap1",3405,35,44,41,17,2,0,10.28,12.92,12.04,4.99,0.59,0
"Ncln",1692,12,28,41,22,2,1,7.09,16.55,24.23,13,1.18,0.59
"Ncoa1",4218,34,57,74,40,6,2,8.06,13.51,17.54,9.48,1.42,0.47
"Ncoa2",4389,45,56,69,30,8,2,10.25,12.76,15.72,6.84,1.82,0.46
"Ncoa3",4212,30,59,71,33,5,2,7.12,14.01,16.86,7.83,1.19,0.47
"Ncoa6",6210,44,85,70,26,4,3,7.09,13.69,11.27,4.19,0.64,0.48
"Ncoa7",2832,31,55,41,20,2,2,10.95,19.42,14.48,7.06,0.71,0.71
"Ncor1",7365,43,120,91,39,6,3,5.84,16.29,12.36,5.3,0.81,0.41
"Ncs1",573,5,16,12,4,1,1,8.73,27.92,20.94,6.98,1.75,1.75
"Ndel1",1038,10,22,9,1,0,2,9.63,21.19,8.67,0.96,0,1.93
"Ndfip1",666,9,12,7,1,0,1,13.51,18.02,10.51,1.5,0,1.5
"Ndfip2",1017,14,14,21,11,1,0,13.77,13.77,20.65,10.82,0.98,0
"Ndn",978,2,14,12,5,2,0,2.04,14.31,12.27,5.11,2.04,0
"Ndrg2",1116,11,24,25,9,0,1,9.86,21.51,22.4,8.06,0,0.9
"Ndrg3",1167,17,24,22,8,0,1,14.57,20.57,18.85,6.86,0,0.86
"Ndrg4",1215,14,25,28,14,1,1,11.52,20.58,23.05,11.52,0.82,0.82
"Ndst1",2649,24,40,42,16,3,1,9.06,15.1,15.86,6.04,1.13,0.38
"Necab1",1059,8,25,18,10,0,0,7.55,23.61,17,9.44,0,0
"Necab2",1170,7,25,22,11,1,1,5.98,21.37,18.8,9.4,0.85,0.85
"Necap1",828,15,18,14,5,0,3,18.12,21.74,16.91,6.04,0,3.62
"Nedd4l",2931,22,50,53,23,0,2,7.51,17.06,18.08,7.85,0,0.68
"Negr1",1047,11,20,22,12,1,1,10.51,19.1,21.01,11.46,0.96,0.96
"Nek9",2955,19,55,50,23,4,2,6.43,18.61,16.92,7.78,1.35,0.68
"Nell1",2433,37,43,43,17,1,1,15.21,17.67,17.67,6.99,0.41,0.41
"Nell2",2460,32,34,51,30,2,0,13.01,13.82,20.73,12.2,0.81,0
"Neo1",4479,44,59,74,30,3,2,9.82,13.17,16.52,6.7,0.67,0.45
"Neurl1a",1725,4,18,34,16,1,0,2.32,10.43,19.71,9.28,0.58,0
"Neurl1b",1641,6,16,34,22,0,0,3.66,9.75,20.72,13.41,0,0
"Neurl4",4692,40,72,77,34,4,1,8.53,15.35,16.41,7.25,0.85,0.21
"Neurod2",1152,5,21,23,13,1,2,4.34,18.23,19.97,11.28,0.87,1.74
"Nf1",8526,88,122,120,57,11,3,10.32,14.31,14.07,6.69,1.29,0.35
"Nf2",1791,12,42,30,17,2,1,6.7,23.45,16.75,9.49,1.12,0.56
"Nfat5",4659,38,62,51,27,2,1,8.16,13.31,10.95,5.8,0.43,0.21
"Nfe2l1",2229,14,42,42,17,4,2,6.28,18.84,18.84,7.63,1.79,0.9
"Ngef",2133,11,63,33,12,1,3,5.16,29.54,15.47,5.63,0.47,1.41
"Nhp2l1",387,0,4,5,4,1,0,0,10.34,12.92,10.34,2.58,0
"Nhsl2",3660,34,48,58,23,0,1,9.29,13.11,15.85,6.28,0,0.27
"Nipal3",1257,14,17,16,9,1,1,11.14,13.52,12.73,7.16,0.8,0.8
"Nisch",4782,47,64,75,26,4,3,9.83,13.38,15.68,5.44,0.84,0.63
"Nkain2",627,8,14,13,5,0,0,12.76,22.33,20.73,7.97,0,0
"Nkiras1",579,9,12,13,9,1,1,15.54,20.73,22.45,15.54,1.73,1.73
"Nlgn1",2532,26,31,38,13,0,2,10.27,12.24,15.01,5.13,0,0.79
"Nlgn2",2511,24,27,49,20,1,1,9.56,10.75,19.51,7.96,0.4,0.4
"Nlk",1584,3,16,11,7,1,0,1.89,10.1,6.94,4.42,0.63,0
"Nme1",459,4,11,9,1,1,0,8.71,23.97,19.61,2.18,2.18,0
"Nmt1",1491,14,26,27,15,0,2,9.39,17.44,18.11,10.06,0,1.34
"Nmt2",1590,17,33,33,17,0,1,10.69,20.75,20.75,10.69,0,0.63
"Noc2l",2253,22,53,49,24,2,4,9.76,23.52,21.75,10.65,0.89,1.78
"Noct",1290,14,21,23,9,0,0,10.85,16.28,17.83,6.98,0,0
"Nol4",1914,17,27,37,15,1,2,8.88,14.11,19.33,7.84,0.52,1.04
"Nol6",3459,27,56,55,21,2,1,7.81,16.19,15.9,6.07,0.58,0.29
"Nomo1",3645,31,57,78,48,4,2,8.5,15.64,21.4,13.17,1.1,0.55
"Nos1",4392,16,87,81,39,8,4,3.64,19.81,18.44,8.88,1.82,0.91
"Nov",1065,9,11,21,10,2,0,8.45,10.33,19.72,9.39,1.88,0
"Nploc4",1827,19,33,32,16,2,1,10.4,18.06,17.52,8.76,1.09,0.55
"Nptx2",1290,5,20,22,10,1,1,3.88,15.5,17.05,7.75,0.78,0.78
"Nptxr",1482,5,19,21,16,2,1,3.37,12.82,14.17,10.8,1.35,0.67
"Nr2c2",1890,14,33,27,14,3,0,7.41,17.46,14.29,7.41,1.59,0
"Nr2f1",1263,7,12,10,4,2,0,5.54,9.5,7.92,3.17,1.58,0
"Nr2f6",1173,5,13,22,12,3,0,4.26,11.08,18.76,10.23,2.56,0
"Nr3c1",2382,23,42,37,16,1,1,9.66,17.63,15.53,6.72,0.42,0.42
"Nr3c2",2955,21,47,33,13,0,2,7.11,15.91,11.17,4.4,0,0.68
"Nr4a1",1806,15,26,36,18,2,0,8.31,14.4,19.93,9.97,1.11,0
"Nrbp1",1632,15,30,28,12,0,3,9.19,18.38,17.16,7.35,0,1.84
"Nrcam",3771,28,66,62,28,4,1,7.43,17.5,16.44,7.43,1.06,0.27
"Nrgn",237,1,3,7,3,0,0,4.22,12.66,29.54,12.66,0,0
"Nrip1",3486,29,45,53,23,1,1,8.32,12.91,15.2,6.6,0.29,0.29
"Nrip3",756,4,13,22,15,2,0,5.29,17.2,29.1,19.84,2.65,0
"Nrn1",477,3,9,10,7,3,0,6.29,18.87,20.96,14.68,6.29,0
"Nrp2",2796,30,51,54,24,1,3,10.73,18.24,19.31,8.58,0.36,1.07
"Nrsn1",591,8,7,9,5,0,0,13.54,11.84,15.23,8.46,0,0
"Nsf",2235,16,41,40,19,3,1,7.16,18.34,17.9,8.5,1.34,0.45
"Nsg2",516,1,9,5,2,1,0,1.94,17.44,9.69,3.88,1.94,0
"Nsmf",1599,8,32,26,13,0,1,5,20.01,16.26,8.13,0,0.63
"Nsun2",2274,20,46,31,15,0,2,8.8,20.23,13.63,6.6,0,0.88
"Ntrk3",2595,27,46,43,21,1,3,10.4,17.73,16.57,8.09,0.39,1.16
"Nub1",1917,23,54,34,17,1,3,12,28.17,17.74,8.87,0.52,1.56
"Nudcd3",1092,7,28,18,4,1,2,6.41,25.64,16.48,3.66,0.92,1.83
"Nudt11",495,1,11,9,3,0,1,2.02,22.22,18.18,6.06,0,2.02
"Nudt21",684,9,11,12,5,0,0,13.16,16.08,17.54,7.31,0,0
"Nudt3",507,3,16,11,5,0,2,5.92,31.56,21.7,9.86,0,3.94
"Nup153",4389,45,48,59,32,5,1,10.25,10.94,13.44,7.29,1.14,0.23
"Nup50",1401,8,32,24,16,3,1,5.71,22.84,17.13,11.42,2.14,0.71
"Nus1",894,7,13,15,6,0,0,7.83,14.54,16.78,6.71,0,0
"Nwd1",4692,30,96,68,28,4,3,6.39,20.46,14.49,5.97,0.85,0.64
"Nwd2",5229,57,71,85,45,1,2,10.9,13.58,16.26,8.61,0.19,0.38
"Nxph1",816,10,8,15,6,1,0,12.25,9.8,18.38,7.35,1.23,0
"Nyap1",2502,7,43,40,24,2,2,2.8,17.19,15.99,9.59,0.8,0.8
"Oaz1",684,1,12,15,8,1,1,1.46,17.54,21.93,11.7,1.46,1.46
"Oaz2",570,5,10,7,4,0,0,8.77,17.54,12.28,7.02,0,0
"Ocrl",2703,27,47,41,12,2,2,9.99,17.39,15.17,4.44,0.74,0.74
"Odc1",1386,11,22,22,11,2,0,7.94,15.87,15.87,7.94,1.44,0
"Ogfrl1",1395,10,22,17,5,2,0,7.17,15.77,12.19,3.58,1.43,0
"Ola1",1191,11,24,19,12,2,1,9.24,20.15,15.95,10.08,1.68,0.84
"Olfm1",1458,9,25,32,14,2,1,6.17,17.15,21.95,9.6,1.37,0.69
"Olfm2",1437,11,25,22,12,2,2,7.65,17.4,15.31,8.35,1.39,1.39
"Olig1",783,2,5,10,5,0,0,2.55,6.39,12.77,6.39,0,0
"Opcml",1038,7,11,15,9,1,0,6.74,10.6,14.45,8.67,0.96,0
"Oprl1",1104,15,11,20,8,0,0,13.59,9.96,18.12,7.25,0,0
"Orai2",795,4,12,7,3,0,0,5.03,15.09,8.81,3.77,0,0
"Ormdl3",462,5,4,9,1,0,0,10.82,8.66,19.48,2.16,0,0
"Os9",2019,10,56,38,20,0,3,4.95,27.74,18.82,9.91,0,1.49
"Osbp",2418,25,38,41,21,4,1,10.34,15.72,16.96,8.68,1.65,0.41
"Osbp2",2727,22,50,58,25,3,1,8.07,18.34,21.27,9.17,1.1,0.37
"Osbpl2",1455,18,33,22,10,0,0,12.37,22.68,15.12,6.87,0,0
"Osbpl9",2241,17,35,34,20,2,2,7.59,15.62,15.17,8.92,0.89,0.89
"Oscp1",1140,14,21,27,10,2,1,12.28,18.42,23.68,8.77,1.75,0.88
"Ostm1",1017,10,12,15,6,0,0,9.83,11.8,14.75,5.9,0,0
"Otub1",816,10,19,19,3,0,1,12.25,23.28,23.28,3.68,0,1.23
"Otud5",1716,11,18,23,12,3,1,6.41,10.49,13.4,6.99,1.75,0.58
"Otud6b",978,14,23,11,6,0,1,14.31,23.52,11.25,6.13,0,1.02
"Otud7a",2781,17,43,60,33,4,2,6.11,15.46,21.57,11.87,1.44,0.72
"P4ha1",1605,16,33,31,17,4,2,9.97,20.56,19.31,10.59,2.49,1.25
"P4ha1.1",1605,16,31,33,17,4,2,9.97,19.31,20.56,10.59,2.49,1.25
"P4htm",1512,9,27,33,13,1,0,5.95,17.86,21.83,8.6,0.66,0
"Pacs2",2679,22,49,55,33,3,2,8.21,18.29,20.53,12.32,1.12,0.75
"Pacsin2",1461,14,29,33,16,3,2,9.58,19.85,22.59,10.95,2.05,1.37
"Paip2b",411,4,19,13,6,1,0,9.73,46.23,31.63,14.6,2.43,0
"Pak1",1635,12,26,23,13,1,1,7.34,15.9,14.07,7.95,0.61,0.61
"Pak6",2049,11,25,26,8,0,2,5.37,12.2,12.69,3.9,0,0.98
"Palm",1152,5,32,23,15,1,2,4.34,27.78,19.97,13.02,0.87,1.74
"Pam",2940,28,50,35,17,1,2,9.52,17.01,11.9,5.78,0.34,0.68
"Papd5",2043,11,23,27,15,1,0,5.38,11.26,13.22,7.34,0.49,0
"Papola",2220,20,24,27,11,2,0,9.01,10.81,12.16,4.95,0.9,0
"Papss1",1875,13,38,28,16,2,1,6.93,20.27,14.93,8.53,1.07,0.53
"Paqr4",822,10,12,8,1,0,1,12.17,14.6,9.73,1.22,0,1.22
"Paqr7",1038,9,10,10,4,1,1,8.67,9.63,9.63,3.85,0.96,0.96
"Paqr8",1065,10,11,15,8,0,0,9.39,10.33,14.08,7.51,0,0
"Parg",2886,37,40,54,26,1,2,12.82,13.86,18.71,9.01,0.35,0.69
"Parp6",1893,10,39,22,8,1,1,5.28,20.6,11.62,4.23,0.53,0.53
"Paxip1",3171,25,38,46,20,0,2,7.88,11.98,14.51,6.31,0,0.63
"Pbx2",1293,6,19,21,13,0,1,4.64,14.69,16.24,10.05,0,0.77
"Pbxip1",2184,24,58,50,24,4,2,10.99,26.56,22.89,10.99,1.83,0.92
"Pcbp4",1212,10,14,16,5,0,1,8.25,11.55,13.2,4.13,0,0.83
